ts,Дата,"Время суток, ч","Подача, м3","Обратка, м3","Потребление за период, м3 ГВС","Т1 гвс, оС","Т2 гвс, оС","Потребление накопленным итогом, м3","Потребление за период, м3 ХВС",Индекс_времени,Погода,День недели,hour_idx,rel_diff,diff_m3,flag_over10,itp_xvs_zero,itp_xvs_zero_run,itp_xvs_zero_anomaly,itp_xvs_flat,itp_xvs_flat_run,itp_xvs_flat_anomaly,itp_xvs_spike,odpu_gvs_zero,odpu_gvs_zero_run,odpu_gvs_zero_anomaly,odpu_gvs_flat,odpu_gvs_flat_run,odpu_gvs_flat_anomaly,odpu_gvs_spike,reason_hint
2025-04-06 06:00:00,2025-04-06,7,0.31,0.19,0.12,58,39,12367.111999999996,0.14,7,-2.6,6,7,0.14285714285714296,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 07:00:00,2025-04-06,8,0.31,0.19,0.12,58,39,12367.251999999997,0.14,8,-2.9,6,8,0.14285714285714296,-0.020000000000000018,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-06 08:00:00,2025-04-06,9,0.52,0.31,0.21,58,39,12367.391999999994,0.23,9,-2.9,6,9,0.0869565217391305,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 09:00:00,2025-04-06,10,0.62,0.37,0.25,58,39,12367.621999999994,0.27,10,-2.8,6,10,0.07407407407407414,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 10:00:00,2025-04-06,11,0.42,0.2499999999999999,0.17,58,39,12367.891999999994,0.18,11,-2.5,6,11,0.055555555555555455,-0.009999999999999981,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 11:00:00,2025-04-06,12,0.36,0.21,0.15,58,39,12368.071999999996,0.16,12,-2.1,6,12,0.06250000000000006,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 12:00:00,2025-04-06,13,0.52,0.31,0.21,58,39,12368.231999999996,0.23,13,-1.9,6,13,0.0869565217391305,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 13:00:00,2025-04-06,14,0.57,0.3399999999999999,0.23,58,39,12368.461999999994,0.25,14,-1.8,6,14,0.07999999999999996,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 14:00:00,2025-04-06,15,0.62,0.37,0.25,58,39,12368.711999999994,0.27,15,-1.7,6,15,0.07407407407407414,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 15:00:00,2025-04-06,16,0.52,0.31,0.21,58,39,12368.981999999996,0.23,16,-1.6,6,16,0.0869565217391305,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 16:00:00,2025-04-06,17,0.47,0.2799999999999999,0.19,58,39,12369.211999999994,0.2,17,-1.6,6,17,0.050000000000000044,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 17:00:00,2025-04-06,18,0.57,0.3399999999999999,0.23,58,39,12369.411999999997,0.25,18,-1.7,6,18,0.07999999999999996,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 18:00:00,2025-04-06,19,0.73,0.44,0.29,58,39,12369.661999999997,0.32,19,-1.8,6,19,0.09375000000000008,-0.030000000000000027,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 19:00:00,2025-04-06,20,0.99,0.59,0.4,58,39,12369.981999999996,0.43,20,-2.0,6,20,0.06976744186046505,-0.02999999999999997,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 20:00:00,2025-04-06,21,0.73,0.44,0.29,58,39,12370.411999999997,0.32,21,-2.2,6,21,0.09375000000000008,-0.030000000000000027,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 21:00:00,2025-04-06,22,0.62,0.37,0.25,58,39,12370.731999999996,0.27,22,-2.3,6,22,0.07407407407407414,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 22:00:00,2025-04-06,23,0.52,0.31,0.21,58,39,12371.001999999997,0.23,23,-2.3,6,23,0.0869565217391305,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-06 23:00:00,2025-04-06,24,0.31,0.19,0.12,58,39,12371.231999999996,0.14,24,-2.3,6,24,0.14285714285714296,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 00:00:00,2025-04-07,1,0.2,0.11,0.09,58,39,12371.371999999994,0.11,1,-2.4,0,1,0.18181818181818185,-0.020000000000000004,True,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 01:00:00,2025-04-07,2,0.08,0.04,0.04,58,39,12371.477999999994,0.04,2,-2.5,0,2,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 02:00:00,2025-04-07,3,0.1,0.06,0.04,58,39,12371.520999999992,0.05,3,-2.5,0,3,0.20000000000000004,-0.010000000000000002,True,0,0,False,0,0,False,False,0,0,False,1,1,False,False,
2025-04-07 03:00:00,2025-04-07,4,0.1,0.06,0.04,58,39,12371.571999999993,0.05,4,-2.5,0,4,0.20000000000000004,-0.010000000000000002,True,0,0,False,1,1,False,False,0,0,False,1,2,False,False,
2025-04-07 04:00:00,2025-04-07,5,0.12,0.06,0.06,58,39,12371.622999999992,0.06,5,-2.7,0,5,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 05:00:00,2025-04-07,6,0.39,0.21,0.18,58,39,12371.686999999993,0.2,6,-2.7,0,6,0.10000000000000009,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 06:00:00,2025-04-07,7,0.24,0.13,0.11,58,39,12371.890999999992,0.13,7,-2.6,0,7,0.15384615384615388,-0.020000000000000004,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 07:00:00,2025-04-07,8,0.24,0.13,0.11,58,39,12372.018999999991,0.13,8,-2.5,0,8,0.15384615384615388,-0.020000000000000004,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-07 08:00:00,2025-04-07,9,0.4,0.21,0.19,58,39,12372.146999999994,0.21,9,-2.2,0,9,0.09523809523809519,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 09:00:00,2025-04-07,10,0.49,0.3399999999999999,0.15,58,39,12372.359999999991,0.17,10,-2.0,0,10,0.11764705882352951,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 10:00:00,2025-04-07,11,0.32,0.17,0.15,58,39,12372.529999999992,0.17,11,-1.7,0,11,0.11764705882352951,-0.020000000000000018,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-07 11:00:00,2025-04-07,12,0.28,0.15,0.13,58,39,12372.699999999992,0.15,12,-1.2,0,12,0.13333333333333328,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 12:00:00,2025-04-07,13,0.4,0.27,0.13,58,39,12372.848999999993,0.15,13,-0.6,0,13,0.13333333333333328,-0.01999999999999999,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-07 13:00:00,2025-04-07,14,0.44,0.33,0.11,58,39,12372.997999999992,0.13,14,-0.1,0,14,0.15384615384615388,-0.020000000000000004,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 14:00:00,2025-04-07,15,0.49,0.4,0.09,58,39,12373.125999999991,0.11,15,0.2,0,15,0.18181818181818185,-0.020000000000000004,True,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 15:00:00,2025-04-07,16,0.4,0.31,0.09,58,39,12373.231999999993,0.11,16,0.6,0,16,0.18181818181818185,-0.020000000000000004,True,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-07 16:00:00,2025-04-07,17,0.36,0.25,0.11,58,39,12373.337999999992,0.13,17,0.4,0,17,0.15384615384615388,-0.020000000000000004,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 17:00:00,2025-04-07,18,0.44,0.29,0.15,58,39,12373.465999999991,0.17,18,0.5,0,18,0.11764705882352951,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 18:00:00,2025-04-07,19,0.57,0.3099999999999999,0.26,58,39,12373.635999999991,0.3,19,0.1,0,19,0.13333333333333328,-0.03999999999999998,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 19:00:00,2025-04-07,20,0.77,0.42,0.35,58,39,12373.933999999994,0.4,20,-0.4,0,20,0.1250000000000001,-0.050000000000000044,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 20:00:00,2025-04-07,21,0.57,0.2699999999999999,0.3,58,39,12374.337999999994,0.34,21,-0.3,0,21,0.11764705882352951,-0.040000000000000036,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 21:00:00,2025-04-07,22,0.49,0.27,0.22,58,39,12374.677999999994,0.26,22,-0.8,0,22,0.15384615384615388,-0.04000000000000001,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 22:00:00,2025-04-07,23,0.4,0.21,0.19,58,39,12374.932999999994,0.21,23,-1.3,0,23,0.09523809523809519,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-07 23:00:00,2025-04-07,24,0.24,0.13,0.11,58,39,12375.145999999992,0.13,24,-1.5,0,24,0.15384615384615388,-0.020000000000000004,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 00:00:00,2025-04-08,1,0.24,0.13,0.11,59,41,12375.273999999994,0.12,1,-1.6,1,1,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,1,1,False,False,
2025-04-08 01:00:00,2025-04-08,2,0.1,0.06,0.04,59,41,12375.390999999994,0.05,2,-2.1,1,2,0.20000000000000004,-0.010000000000000002,True,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 02:00:00,2025-04-08,3,0.12,0.0699999999999999,0.05,59,41,12375.437999999996,0.06,3,-2.4,1,3,0.1666666666666666,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 03:00:00,2025-04-08,4,0.12,0.0699999999999999,0.05,59,41,12375.493999999995,0.06,4,-2.7,1,4,0.1666666666666666,-0.009999999999999995,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-08 04:00:00,2025-04-08,5,0.15,0.0799999999999999,0.07,59,41,12375.549999999996,0.07,5,-1.4,1,5,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 05:00:00,2025-04-08,6,0.47,0.26,0.21,59,41,12375.619999999995,0.23,6,-1.3,1,6,0.0869565217391305,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 06:00:00,2025-04-08,7,0.29,0.1599999999999999,0.13,59,41,12375.844999999996,0.14,7,-1.4,1,7,0.07142857142857148,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 07:00:00,2025-04-08,8,0.29,0.1599999999999999,0.13,59,41,12375.985999999995,0.14,8,-1.5,1,8,0.07142857142857148,-0.010000000000000009,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-08 08:00:00,2025-04-08,9,0.48,0.26,0.22,59,41,12376.126999999997,0.23,9,-1.5,1,9,0.04347826086956525,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 09:00:00,2025-04-08,10,0.58,0.3999999999999999,0.18,59,41,12376.360999999995,0.19,10,-1.5,1,10,0.05263157894736847,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 10:00:00,2025-04-08,11,0.39,0.21,0.18,59,41,12376.548999999995,0.19,11,-1.4,1,11,0.05263157894736847,-0.010000000000000009,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-08 11:00:00,2025-04-08,12,0.34,0.18,0.16,59,41,12376.736999999996,0.16,12,-1.3,1,12,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 12:00:00,2025-04-08,13,0.48,0.3199999999999999,0.16,59,41,12376.900999999996,0.16,13,-1.0,1,13,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-08 13:00:00,2025-04-08,14,0.53,0.4,0.13,59,41,12377.064999999997,0.14,14,-0.5,1,14,0.07142857142857148,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 14:00:00,2025-04-08,15,0.58,0.47,0.11,59,41,12377.205999999996,0.12,15,-0.7,1,15,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 15:00:00,2025-04-08,16,0.48,0.37,0.11,59,41,12377.322999999997,0.12,16,-0.7,1,16,0.0833333333333333,-0.009999999999999995,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-08 16:00:00,2025-04-08,17,0.44,0.31,0.13,59,41,12377.439999999997,0.14,17,-0.8,1,17,0.07142857142857148,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 17:00:00,2025-04-08,18,0.53,0.35,0.18,59,41,12377.580999999996,0.19,18,-0.9,1,18,0.05263157894736847,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 18:00:00,2025-04-08,19,0.68,0.37,0.31,59,41,12377.768999999997,0.33,19,-1.0,1,19,0.060606060606060656,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 19:00:00,2025-04-08,20,0.92,0.5,0.42,59,41,12378.096999999996,0.45,20,-1.2,1,20,0.06666666666666672,-0.030000000000000027,False,0,0,False,0,0,False,True,0,0,False,0,0,False,True,
2025-04-08 20:00:00,2025-04-08,21,0.68,0.32,0.36,59,41,12378.541999999996,0.38,21,-1.5,1,21,0.05263157894736847,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 21:00:00,2025-04-08,22,0.58,0.3099999999999999,0.27,59,41,12378.916999999996,0.28,22,-1.7,1,22,0.03571428571428574,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 22:00:00,2025-04-08,23,0.48,0.26,0.22,59,41,12379.197999999997,0.23,23,-1.9,1,23,0.04347826086956525,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-08 23:00:00,2025-04-08,24,0.29,0.1599999999999999,0.13,59,41,12379.431999999995,0.14,24,-2.1,1,24,0.07142857142857148,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 00:00:00,2025-04-09,1,0.19,0.1,0.09,59,40,12379.572999999997,0.1,1,-2.2,2,1,0.10000000000000009,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 01:00:00,2025-04-09,2,0.08,0.04,0.04,59,40,12379.676999999996,0.04,2,-2.4,2,2,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 02:00:00,2025-04-09,3,0.09,0.0499999999999999,0.04,59,40,12379.717999999995,0.05,3,-2.6,2,3,0.20000000000000004,-0.010000000000000002,True,0,0,False,0,0,False,False,0,0,False,1,1,False,False,
2025-04-09 03:00:00,2025-04-09,4,0.09,0.0499999999999999,0.04,59,40,12379.767999999996,0.05,4,-2.7,2,4,0.20000000000000004,-0.010000000000000002,True,0,0,False,1,1,False,False,0,0,False,1,2,False,False,
2025-04-09 04:00:00,2025-04-09,5,0.12,0.0699999999999999,0.05,59,40,12379.817999999994,0.06,5,-2.8,2,5,0.1666666666666666,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 05:00:00,2025-04-09,6,0.37,0.1999999999999999,0.17,59,40,12379.879999999994,0.2,6,-2.9,2,6,0.15,-0.03,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 06:00:00,2025-04-09,7,0.23,0.12,0.11,59,40,12380.078999999994,0.12,7,-3.2,2,7,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 07:00:00,2025-04-09,8,0.23,0.12,0.11,59,40,12380.202999999994,0.12,8,-3.4,2,8,0.0833333333333333,-0.009999999999999995,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-09 08:00:00,2025-04-09,9,0.39,0.21,0.18,59,40,12380.326999999994,0.21,9,-3.4,2,9,0.14285714285714285,-0.03,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 09:00:00,2025-04-09,10,0.46,0.32,0.14,59,40,12380.533999999994,0.17,10,-3.0,2,10,0.1764705882352941,-0.03,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 10:00:00,2025-04-09,11,0.31,0.1699999999999999,0.14,59,40,12380.699999999992,0.17,11,-2.6,2,11,0.1764705882352941,-0.03,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-09 11:00:00,2025-04-09,12,0.27,0.15,0.12,59,40,12380.865999999993,0.15,12,-2.4,2,12,0.2,-0.03,True,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 12:00:00,2025-04-09,13,0.39,0.27,0.12,59,40,12381.010999999991,0.15,13,-1.8,2,13,0.2,-0.03,True,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-09 13:00:00,2025-04-09,14,0.42,0.31,0.11,59,40,12381.155999999994,0.12,14,-1.3,2,14,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 14:00:00,2025-04-09,15,0.46,0.37,0.09,59,40,12381.279999999992,0.1,15,-0.6,2,15,0.10000000000000009,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 15:00:00,2025-04-09,16,0.39,0.3,0.09,59,40,12381.383999999993,0.1,16,-0.7,2,16,0.10000000000000009,-0.010000000000000009,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-09 16:00:00,2025-04-09,17,0.35,0.24,0.11,59,40,12381.487999999992,0.12,17,-0.5,2,17,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 17:00:00,2025-04-09,18,0.42,0.2799999999999999,0.14,59,40,12381.611999999992,0.17,18,-0.7,2,18,0.1764705882352941,-0.03,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 18:00:00,2025-04-09,19,0.54,0.29,0.25,59,40,12381.777999999991,0.29,19,-0.8,2,19,0.13793103448275856,-0.03999999999999998,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 19:00:00,2025-04-09,20,0.73,0.3899999999999999,0.34,59,40,12382.067999999992,0.39,20,-1.4,2,20,0.12820512820512817,-0.04999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 20:00:00,2025-04-09,21,0.54,0.26,0.28,59,40,12382.461999999992,0.33,21,-2.1,2,21,0.15151515151515146,-0.04999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 21:00:00,2025-04-09,22,0.46,0.25,0.21,59,40,12382.793999999993,0.25,22,-2.3,2,22,0.16000000000000003,-0.04000000000000001,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 22:00:00,2025-04-09,23,0.39,0.21,0.18,59,40,12383.042999999992,0.21,23,-2.7,2,23,0.14285714285714285,-0.03,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-09 23:00:00,2025-04-09,24,0.23,0.12,0.11,59,40,12383.249999999993,0.12,24,-3.0,2,24,0.0833333333333333,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 00:00:00,2025-04-10,1,0.22,0.12,0.1,59,41,12383.373999999993,0.12,1,-3.2,3,1,0.1666666666666666,-0.01999999999999999,False,0,0,False,1,1,False,False,0,0,False,0,0,False,False,
2025-04-10 01:00:00,2025-04-10,2,0.09,0.0499999999999999,0.04,59,41,12383.488999999992,0.05,2,-3.1,3,2,0.20000000000000004,-0.010000000000000002,True,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 02:00:00,2025-04-10,3,0.11,0.06,0.05,59,41,12383.534999999993,0.06,3,-3.9,3,3,0.1666666666666666,-0.009999999999999995,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 03:00:00,2025-04-10,4,0.11,0.06,0.05,59,41,12383.589999999993,0.06,4,-4.8,3,4,0.1666666666666666,-0.009999999999999995,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-10 04:00:00,2025-04-10,5,0.13,0.07,0.06,59,41,12383.644999999991,0.07,5,-4.3,3,5,0.14285714285714296,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 05:00:00,2025-04-10,6,0.42,0.2299999999999999,0.19,59,41,12383.713999999993,0.22,6,-4.4,3,6,0.13636363636363635,-0.03,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 06:00:00,2025-04-10,7,0.26,0.14,0.12,59,41,12383.933999999992,0.14,7,-4.2,3,7,0.14285714285714296,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 07:00:00,2025-04-10,8,0.26,0.14,0.12,59,41,12384.070999999993,0.14,8,-3.5,3,8,0.14285714285714296,-0.020000000000000018,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-10 08:00:00,2025-04-10,9,0.44,0.24,0.2,59,41,12384.207999999991,0.23,9,-2.9,3,9,0.13043478260869565,-0.03,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 09:00:00,2025-04-10,10,0.53,0.37,0.16,59,41,12384.436999999993,0.18,10,-2.4,3,10,0.11111111111111106,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 10:00:00,2025-04-10,11,0.35,0.1899999999999999,0.16,59,41,12384.619999999994,0.18,11,-1.9,3,11,0.11111111111111106,-0.01999999999999999,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-10 11:00:00,2025-04-10,12,0.31,0.1699999999999999,0.14,59,41,12384.802999999994,0.16,12,-1.2,3,12,0.12499999999999993,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 12:00:00,2025-04-10,13,0.44,0.3,0.14,59,41,12384.962999999994,0.16,13,-0.6,3,13,0.12499999999999993,-0.01999999999999999,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-10 13:00:00,2025-04-10,14,0.48,0.36,0.12,59,41,12385.122999999994,0.14,14,0.1,3,14,0.14285714285714296,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 14:00:00,2025-04-10,15,0.53,0.43,0.1,59,41,12385.259999999997,0.12,15,0.4,3,15,0.1666666666666666,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 15:00:00,2025-04-10,16,0.44,0.3399999999999999,0.1,59,41,12385.374999999996,0.12,16,0.6,3,16,0.1666666666666666,-0.01999999999999999,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-10 16:00:00,2025-04-10,17,0.4,0.28,0.12,59,41,12385.489999999994,0.14,17,0.9,3,17,0.14285714285714296,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 17:00:00,2025-04-10,18,0.48,0.3199999999999999,0.16,59,41,12385.626999999997,0.18,18,1.0,3,18,0.11111111111111106,-0.01999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 18:00:00,2025-04-10,19,0.61,0.3299999999999999,0.28,59,41,12385.809999999996,0.32,19,0.9,3,19,0.12499999999999993,-0.03999999999999998,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 19:00:00,2025-04-10,20,0.83,0.4499999999999999,0.38,59,41,12386.130999999996,0.44,20,0.1,3,20,0.13636363636363635,-0.06,False,0,0,False,0,0,False,True,0,0,False,0,0,False,False,
2025-04-10 20:00:00,2025-04-10,21,0.61,0.29,0.32,59,41,12386.565999999995,0.37,21,-0.3,3,21,0.13513513513513511,-0.04999999999999999,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 21:00:00,2025-04-10,22,0.53,0.29,0.24,59,41,12386.931999999995,0.28,22,-1.5,3,22,0.14285714285714296,-0.040000000000000036,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 22:00:00,2025-04-10,23,0.44,0.24,0.2,59,41,12387.206999999997,0.23,23,-3.3,3,23,0.13043478260869565,-0.03,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-10 23:00:00,2025-04-10,24,0.26,0.14,0.12,59,41,12387.435999999994,0.14,24,-3.0,3,24,0.14285714285714296,-0.020000000000000018,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-11 00:00:00,2025-04-11,1,0.24,0.1399999999999999,0.1,59,42,12387.572999999997,0.1,1,-3.1,4,1,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-11 01:00:00,2025-04-11,2,0.1,0.06,0.04,59,42,12387.672999999995,0.04,2,-3.7,4,2,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-11 02:00:00,2025-04-11,3,0.12,0.0699999999999999,0.05,59,42,12387.712999999996,0.05,3,-4.0,4,3,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-11 03:00:00,2025-04-11,4,0.12,0.0699999999999999,0.05,59,42,12387.762999999995,0.05,4,-3.8,4,4,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-11 04:00:00,2025-04-11,5,0.15,0.09,0.06,59,42,12387.812999999996,0.06,5,-2.6,4,5,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-11 05:00:00,2025-04-11,6,0.47,0.2799999999999999,0.19,59,42,12387.872999999994,0.2,6,-4.7,4,6,0.050000000000000044,-0.010000000000000009,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-11 06:00:00,2025-04-11,7,0.29,0.1699999999999999,0.12,59,42,12388.072999999997,0.12,7,-5.2,4,7,0.0,0.0,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
2025-04-11 07:00:00,2025-04-11,8,0.29,0.1699999999999999,0.12,59,42,12388.192999999996,0.12,8,-5.2,4,8,0.0,0.0,False,0,0,False,1,1,False,False,0,0,False,1,1,False,False,
2025-04-11 08:00:00,2025-04-11,9,0.49,0.29,0.2,59,42,12388.312999999996,0.21,9,-4.1,4,9,0.04761904761904753,-0.009999999999999981,False,0,0,False,0,0,False,False,0,0,False,0,0,False,False,
