Дата,"Время суток, ч",ts,"Потребление за период, м3 ХВС","Потребление за период, м3 ГВС",diff_m3,rel_diff,itp_xvs_zero_anomaly,odpu_gvs_zero_anomaly,itp_xvs_flat_anomaly,odpu_gvs_flat_anomaly,itp_xvs_spike,odpu_gvs_spike,reason_hint
2025-04-25,11,2025-04-25 10:00:00,0.18,0.04,-0.13999999999999999,0.7777777777777777,False,False,False,False,False,False,
2025-04-25,12,2025-04-25 11:00:00,0.16,0.03,-0.13,0.8125,False,False,False,False,False,False,
2025-04-25,13,2025-04-25 12:00:00,0.22,0.05,-0.16999999999999998,0.7727272727272727,False,False,False,False,False,False,
2025-04-25,14,2025-04-25 13:00:00,0.24,0.05,-0.19,0.7916666666666667,False,False,False,False,False,False,
2025-04-25,15,2025-04-25 14:00:00,0.27,0.06,-0.21000000000000002,0.7777777777777778,False,False,False,False,False,False,
2025-04-25,16,2025-04-25 15:00:00,0.22,0.05,-0.16999999999999998,0.7727272727272727,False,False,False,False,False,False,
2025-04-25,17,2025-04-25 16:00:00,0.2,0.04,-0.16,0.7999999999999999,False,False,False,False,False,False,
2025-04-25,18,2025-04-25 17:00:00,0.24,0.05,-0.19,0.7916666666666667,False,False,False,False,False,False,
2025-04-25,19,2025-04-25 18:00:00,0.31,0.07,-0.24,0.7741935483870968,False,False,False,False,False,False,
2025-04-25,20,2025-04-25 19:00:00,0.42,0.09,-0.32999999999999996,0.7857142857142857,False,False,False,False,False,False,
2025-04-25,21,2025-04-25 20:00:00,0.31,0.07,-0.24,0.7741935483870968,False,False,False,False,False,False,
2025-04-25,22,2025-04-25 21:00:00,0.27,0.06,-0.21000000000000002,0.7777777777777778,False,False,False,False,False,False,
2025-04-25,23,2025-04-25 22:00:00,0.22,0.05,-0.16999999999999998,0.7727272727272727,False,False,False,False,False,False,
2025-04-25,24,2025-04-25 23:00:00,0.13,0.03,-0.1,0.7692307692307693,False,False,False,False,False,False,
2025-04-26,1,2025-04-26 00:00:00,0.1,0.01,-0.09000000000000001,0.9,False,False,False,False,False,False,
2025-04-26,2,2025-04-26 01:00:00,0.04,0.0,-0.04,1.0,False,False,False,False,False,False,
2025-04-26,3,2025-04-26 02:00:00,0.05,0.01,-0.04,0.7999999999999999,False,False,False,False,False,False,
2025-04-26,4,2025-04-26 03:00:00,0.05,0.01,-0.04,0.7999999999999999,False,False,False,False,False,False,
2025-04-26,5,2025-04-26 04:00:00,0.06,0.01,-0.049999999999999996,0.8333333333333333,False,False,False,False,False,False,
2025-04-26,6,2025-04-26 05:00:00,0.19,0.02,-0.17,0.8947368421052632,False,False,False,False,False,False,
2025-04-26,7,2025-04-26 06:00:00,0.12,0.01,-0.11,0.9166666666666667,False,False,False,False,False,False,
2025-04-26,8,2025-04-26 07:00:00,0.12,0.01,-0.11,0.9166666666666667,False,False,False,False,False,False,
2025-04-26,9,2025-04-26 08:00:00,0.2,0.02,-0.18000000000000002,0.9,False,False,False,False,False,False,
2025-04-26,10,2025-04-26 09:00:00,0.24,0.03,-0.21,0.875,False,False,False,False,False,False,
2025-04-26,11,2025-04-26 10:00:00,0.16,0.02,-0.14,0.8750000000000001,False,False,False,False,False,False,
2025-04-26,12,2025-04-26 11:00:00,0.14,0.02,-0.12000000000000001,0.8571428571428571,False,False,False,False,False,False,
2025-04-26,13,2025-04-26 12:00:00,0.2,0.02,-0.18000000000000002,0.9,False,False,False,False,False,False,
2025-04-26,14,2025-04-26 13:00:00,0.22,0.03,-0.19,0.8636363636363636,False,False,False,False,False,False,
2025-04-26,15,2025-04-26 14:00:00,0.24,0.03,-0.21,0.875,False,False,False,False,False,False,
2025-04-26,16,2025-04-26 15:00:00,0.2,0.02,-0.18000000000000002,0.9,False,False,False,False,False,False,
2025-04-26,17,2025-04-26 16:00:00,0.18,0.02,-0.16,0.888888888888889,False,False,False,False,False,False,
2025-04-26,18,2025-04-26 17:00:00,0.22,0.03,-0.19,0.8636363636363636,False,False,False,False,False,False,
2025-04-26,19,2025-04-26 18:00:00,0.28,0.03,-0.25,0.8928571428571428,False,False,False,False,False,False,
2025-04-26,20,2025-04-26 19:00:00,0.38,0.04,-0.34,0.8947368421052632,False,False,False,False,False,False,
2025-04-26,21,2025-04-26 20:00:00,0.28,0.03,-0.25,0.8928571428571428,False,False,False,False,False,False,
2025-04-26,22,2025-04-26 21:00:00,0.24,0.03,-0.21,0.875,False,False,False,False,False,False,
2025-04-26,23,2025-04-26 22:00:00,0.2,0.02,-0.18000000000000002,0.9,False,False,False,False,False,False,
2025-04-26,24,2025-04-26 23:00:00,0.12,0.01,-0.11,0.9166666666666667,False,False,False,False,False,False,
2025-04-27,1,2025-04-27 00:00:00,0.11,0.0,-0.11,1.0,False,False,False,False,False,False,
2025-04-27,2,2025-04-27 01:00:00,0.04,0.0,-0.04,1.0,False,True,False,False,False,False,ОДПУ-ГВС нули
2025-04-27,3,2025-04-27 02:00:00,0.05,0.0,-0.05,1.0,False,True,False,False,False,False,ОДПУ-ГВС нули
2025-04-27,4,2025-04-27 03:00:00,0.05,0.0,-0.05,1.0,False,True,False,False,False,False,ОДПУ-ГВС нули
2025-04-27,5,2025-04-27 04:00:00,0.06,0.0,-0.06,1.0,False,True,False,False,False,False,ОДПУ-ГВС нули
2025-04-27,6,2025-04-27 05:00:00,0.2,0.0,-0.2,1.0,False,True,False,False,False,False,ОДПУ-ГВС нули
2025-04-27,7,2025-04-27 06:00:00,0.13,0.0,-0.13,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,8,2025-04-27 07:00:00,0.13,0.0,-0.13,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,9,2025-04-27 08:00:00,0.21,0.0,-0.21,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,10,2025-04-27 09:00:00,0.26,0.0,-0.26,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,11,2025-04-27 10:00:00,0.17,0.0,-0.17,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,12,2025-04-27 11:00:00,0.15,0.0,-0.15,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,13,2025-04-27 12:00:00,0.21,0.0,-0.21,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,14,2025-04-27 13:00:00,0.23,0.0,-0.23,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,15,2025-04-27 14:00:00,0.26,0.0,-0.26,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,16,2025-04-27 15:00:00,0.21,0.0,-0.21,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,17,2025-04-27 16:00:00,0.19,0.0,-0.19,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,18,2025-04-27 17:00:00,0.23,0.0,-0.23,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,19,2025-04-27 18:00:00,0.3,0.0,-0.3,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,20,2025-04-27 19:00:00,0.4,0.0,-0.4,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,21,2025-04-27 20:00:00,0.3,0.0,-0.3,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,22,2025-04-27 21:00:00,0.26,0.0,-0.26,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,23,2025-04-27 22:00:00,0.21,0.0,-0.21,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-27,24,2025-04-27 23:00:00,0.13,0.0,-0.13,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,1,2025-04-28 00:00:00,0.11,0.0,-0.11,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,2,2025-04-28 01:00:00,0.04,0.0,-0.04,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,3,2025-04-28 02:00:00,0.05,0.0,-0.05,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,4,2025-04-28 03:00:00,0.05,0.0,-0.05,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,5,2025-04-28 04:00:00,0.06,0.0,-0.06,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,6,2025-04-28 05:00:00,0.2,0.0,-0.2,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,7,2025-04-28 06:00:00,0.13,0.0,-0.13,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,8,2025-04-28 07:00:00,0.13,0.0,-0.13,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,9,2025-04-28 08:00:00,0.21,0.0,-0.21,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,10,2025-04-28 09:00:00,0.17,0.0,-0.17,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,11,2025-04-28 10:00:00,0.17,0.0,-0.17,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,12,2025-04-28 11:00:00,0.15,0.0,-0.15,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,13,2025-04-28 12:00:00,0.15,0.0,-0.15,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,14,2025-04-28 13:00:00,0.13,0.0,-0.13,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,15,2025-04-28 14:00:00,0.11,0.0,-0.11,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,16,2025-04-28 15:00:00,0.11,0.0,-0.11,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,17,2025-04-28 16:00:00,0.13,0.0,-0.13,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,18,2025-04-28 17:00:00,0.17,0.0,-0.17,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,19,2025-04-28 18:00:00,0.3,0.0,-0.3,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,20,2025-04-28 19:00:00,0.4,0.0,-0.4,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,21,2025-04-28 20:00:00,0.34,0.0,-0.34,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,22,2025-04-28 21:00:00,0.26,0.0,-0.26,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,23,2025-04-28 22:00:00,0.21,0.0,-0.21,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-28,24,2025-04-28 23:00:00,0.13,0.0,-0.13,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,1,2025-04-29 00:00:00,0.12,0.0,-0.12,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,2,2025-04-29 01:00:00,0.05,0.0,-0.05,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,3,2025-04-29 02:00:00,0.06,0.0,-0.06,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,4,2025-04-29 03:00:00,0.06,0.0,-0.06,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,5,2025-04-29 04:00:00,0.07,0.0,-0.07,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,6,2025-04-29 05:00:00,0.22,0.0,-0.22,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,7,2025-04-29 06:00:00,0.14,0.0,-0.14,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,8,2025-04-29 07:00:00,0.14,0.0,-0.14,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,9,2025-04-29 08:00:00,0.23,0.0,-0.23,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,10,2025-04-29 09:00:00,0.18,0.0,-0.18,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,11,2025-04-29 10:00:00,0.18,0.0,-0.18,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,12,2025-04-29 11:00:00,0.16,0.0,-0.16,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,13,2025-04-29 12:00:00,0.16,0.0,-0.16,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,14,2025-04-29 13:00:00,0.14,0.0,-0.14,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,15,2025-04-29 14:00:00,0.12,0.0,-0.12,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,16,2025-04-29 15:00:00,0.12,0.0,-0.12,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,17,2025-04-29 16:00:00,0.14,0.0,-0.14,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,18,2025-04-29 17:00:00,0.18,0.0,-0.18,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,19,2025-04-29 18:00:00,0.32,0.0,-0.32,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,20,2025-04-29 19:00:00,0.44,0.0,-0.44,1.0,False,True,False,True,True,False,ОДПУ-ГВС нули; ИТП-ХВС скачок; ОДПУ-ГВС застой
2025-04-29,21,2025-04-29 20:00:00,0.37,0.0,-0.37,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,22,2025-04-29 21:00:00,0.28,0.0,-0.28,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,23,2025-04-29 22:00:00,0.23,0.0,-0.23,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-29,24,2025-04-29 23:00:00,0.14,0.0,-0.14,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,1,2025-04-30 00:00:00,0.1,0.0,-0.1,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,2,2025-04-30 01:00:00,0.04,0.0,-0.04,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,3,2025-04-30 02:00:00,0.05,0.0,-0.05,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,4,2025-04-30 03:00:00,0.05,0.0,-0.05,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,5,2025-04-30 04:00:00,0.06,0.0,-0.06,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,6,2025-04-30 05:00:00,0.2,0.0,-0.2,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,7,2025-04-30 06:00:00,0.12,0.0,-0.12,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,8,2025-04-30 07:00:00,0.12,0.0,-0.12,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,9,2025-04-30 08:00:00,0.21,0.0,-0.21,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,10,2025-04-30 09:00:00,0.17,0.0,-0.17,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,11,2025-04-30 10:00:00,0.17,0.0,-0.17,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,12,2025-04-30 11:00:00,0.15,0.0,-0.15,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,13,2025-04-30 12:00:00,0.15,0.0,-0.15,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,14,2025-04-30 13:00:00,0.12,0.0,-0.12,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,15,2025-04-30 14:00:00,0.1,0.0,-0.1,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,16,2025-04-30 15:00:00,0.1,0.0,-0.1,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,17,2025-04-30 16:00:00,0.12,0.0,-0.12,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,18,2025-04-30 17:00:00,0.17,0.0,-0.17,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,19,2025-04-30 18:00:00,0.29,0.0,-0.29,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,20,2025-04-30 19:00:00,0.39,0.0,-0.39,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,21,2025-04-30 20:00:00,0.33,0.0,-0.33,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,22,2025-04-30 21:00:00,0.25,0.0,-0.25,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,23,2025-04-30 22:00:00,0.21,0.0,-0.21,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
2025-04-30,24,2025-04-30 23:00:00,0.12,0.0,-0.12,1.0,False,True,False,True,False,False,ОДПУ-ГВС нули; ОДПУ-ГВС застой
